Record_ID,Date,Day,Area,Route,Transport_Mode,Hour,Minute,Time_Band,Passenger_Count,Delay_Minutes,Service_Frequency_Per_Hour,Distance_km,Occupancy_Rate,CO2_Reduction_kg,Satisfaction_Score
2201,2025-08-02,Saturday,West,R058,Tram,5,45,Early Morning,357,8.9,10,23.3,0.66,50.0,64.1
4548,2025-08-02,Saturday,Central,R062,Metro,6,0,Early Morning,1030,6.0,13,7.9,0.79,164.8,77.8
3550,2025-08-02,Saturday,North,R071,Bus,9,0,Morning Peak,823,10.4,5,8.9,0.6,98.8,68.9
2942,2025-08-02,Saturday,Central,R078,Cycling,9,45,Morning Peak,636,4.2,9,19.3,0.41,57.2,74.2
2937,2025-08-02,Saturday,West,R078,Bus,10,0,Morning Peak,647,6.0,16,9.8,0.59,77.6,82.6
5565,2025-08-02,Saturday,East,R037,Shared Mobility,10,30,Morning Peak,364,2.4,15,19.7,0.44,18.2,86.2
3469,2025-08-02,Saturday,South,R028,Metro,11,30,Midday,848,4.1,12,6.3,0.77,135.7,93.7
5331,2025-08-02,Saturday,Central,R043,Metro,12,0,Midday,1740,5.5,12,3.5,0.93,278.4,77.3
123,2025-08-02,Saturday,North,R080,Metro,12,45,Midday,952,8.4,8,10.4,0.78,152.3,84.6
4904,2025-08-02,Saturday,Central,R002,Bus,13,30,Midday,437,3.1,12,8.0,0.65,52.4,82.7
885,2025-08-02,Saturday,South,R078,Bus,14,30,Midday,449,6.4,16,15.2,0.65,53.9,76.6
1808,2025-08-02,Saturday,South,R067,Metro,15,0,Midday,1336,4.7,11,25.0,0.86,213.8,89.8
4281,2025-08-02,Saturday,East,R030,Rail,15,0,Midday,715,1.3,15,17.4,0.71,128.7,85.1
1156,2025-08-02,Saturday,East,R069,Bus,15,30,Midday,553,4.3,14,17.5,0.78,66.4,85.0
3685,2025-08-02,Saturday,East,R080,Cycling,16,45,Midday,383,4.8,8,19.2,0.34,34.5,79.1
5517,2025-08-02,Saturday,Central,R065,Bus,17,30,Evening Peak,970,11.4,6,10.6,0.62,116.4,64.8
4170,2025-08-02,Saturday,South,R011,Bus,17,45,Evening Peak,1276,9.4,3,17.4,0.63,153.1,55.4
3645,2025-08-02,Saturday,South,R035,Bus,19,0,Evening Peak,290,8.9,7,14.3,0.66,34.8,61.5
3218,2025-08-02,Saturday,South,R051,Metro,20,0,Late Evening,536,3.2,16,8.1,0.64,85.8,76.3
4479,2025-08-02,Saturday,Central,R016,Metro,20,30,Late Evening,665,1.7,17,5.5,0.79,106.4,71.8
3855,2025-08-02,Saturday,Central,R037,Bus,20,45,Late Evening,865,7.0,10,24.6,0.64,103.8,67.3
1787,2025-08-02,Saturday,West,R049,Metro,22,0,Late Evening,969,1.0,17,24.7,0.83,155.0,78.5
5313,2025-08-02,Saturday,South,R027,Bus,22,0,Late Evening,374,5.7,14,24.1,0.65,44.9,74.2
864,2025-08-02,Saturday,Central,R015,Bus,22,15,Late Evening,373,3.9,15,27.1,0.61,44.8,83.1
2535,2025-08-02,Saturday,Central,R022,Bus,22,30,Late Evening,437,0.8,20,22.2,0.66,52.4,84.0
3118,2025-08-03,Sunday,East,R048,Bus,7,45,Early Morning,781,5.2,17,2.8,0.73,93.7,65.3
78,2025-08-03,Sunday,East,R034,Metro,10,0,Morning Peak,1202,4.6,17,4.6,0.79,192.3,75.7
5980,2025-08-03,Sunday,West,R070,Bus,10,15,Morning Peak,319,4.5,12,7.1,0.61,38.3,76.5
4292,2025-08-03,Sunday,West,R026,Bus,10,45,Morning Peak,808,6.3,13,9.2,0.63,97.0,77.6
1334,2025-08-03,Sunday,East,R016,Cycling,11,0,Midday,200,2.5,19,17.3,0.47,18.0,88.1
595,2025-08-03,Sunday,North,R042,Tram,11,15,Midday,335,1.3,16,20.7,0.55,46.9,85.6
3627,2025-08-03,Sunday,South,R005,Metro,11,45,Midday,465,2.3,14,6.3,0.72,74.4,92.3
1218,2025-08-03,Sunday,East,R071,Cycling,12,30,Midday,375,2.9,11,10.8,0.47,33.8,74.5
5544,2025-08-03,Sunday,East,R067,Bus,13,45,Midday,857,4.8,19,4.4,0.68,102.8,88.9
4290,2025-08-03,Sunday,South,R056,Shared Mobility,14,30,Midday,231,2.4,15,22.6,0.35,11.6,60.0
10,2025-08-03,Sunday,East,R051,Rail,15,0,Midday,1147,0.8,21,3.2,0.77,206.5,80.6
3295,2025-08-03,Sunday,Central,R009,Bus,15,15,Midday,715,2.7,11,14.8,0.61,85.8,91.7
1566,2025-08-03,Sunday,Central,R030,Rail,15,45,Midday,467,6.4,9,25.1,0.61,84.1,61.7
1442,2025-08-03,Sunday,West,R012,Bus,16,15,Midday,1122,14.4,2,15.6,0.71,134.6,58.4
2297,2025-08-03,Sunday,South,R018,Metro,17,15,Evening Peak,1959,1.6,13,16.3,0.77,313.4,98.0
393,2025-08-03,Sunday,West,R011,Bus,17,30,Evening Peak,759,8.7,2,10.0,0.66,91.1,74.7
525,2025-08-03,Sunday,East,R068,Bus,17,45,Evening Peak,1185,12.7,2,25.6,0.68,142.2,65.7
1313,2025-08-03,Sunday,North,R062,Tram,19,15,Evening Peak,449,2.9,11,23.1,0.55,62.9,86.6
1468,2025-08-03,Sunday,South,R012,Metro,20,45,Late Evening,829,3.6,12,16.4,0.83,132.6,92.4
4731,2025-08-03,Sunday,South,R022,Tram,21,45,Late Evening,384,3.4,16,18.7,0.59,53.8,85.9
4951,2025-08-03,Sunday,West,R002,Metro,22,15,Late Evening,470,1.8,17,9.6,0.75,75.2,81.3
2025,2025-08-04,Monday,Central,R011,Metro,5,0,Early Morning,608,3.6,16,16.3,0.74,97.3,72.3
1631,2025-08-04,Monday,North,R060,Metro,6,0,Early Morning,809,0.0,15,20.0,0.66,129.4,90.6
4002,2025-08-04,Monday,West,R003,Metro,6,30,Early Morning,1186,4.2,11,27.5,0.77,189.8,68.1
3899,2025-08-04,Monday,East,R053,Tram,8,0,Morning Peak,773,6.2,10,4.5,0.49,108.2,73.4
4231,2025-08-04,Monday,North,R035,Rail,8,0,Morning Peak,1836,8.1,10,24.2,0.88,330.5,71.2
3765,2025-08-04,Monday,South,R013,Rail,9,0,Morning Peak,2001,7.1,9,3.7,0.84,360.2,74.8
2733,2025-08-04,Monday,Central,R025,Tram,10,0,Morning Peak,463,4.7,23,2.3,0.58,64.8,83.6
3515,2025-08-04,Monday,North,R044,Bus,10,0,Morning Peak,836,5.5,8,11.6,0.64,100.3,66.7
118,2025-08-04,Monday,Central,R049,Bus,11,30,Midday,940,5.1,16,20.7,0.73,112.8,66.5
4986,2025-08-04,Monday,Central,R054,Metro,12,15,Midday,1797,5.4,14,26.4,0.9,287.5,84.1
5798,2025-08-04,Monday,West,R023,Rail,12,30,Midday,1331,7.6,11,14.5,0.71,239.6,69.7
889,2025-08-04,Monday,East,R058,Bus,13,15,Midday,656,4.1,16,15.4,0.57,78.7,80.9
3180,2025-08-04,Monday,North,R021,Cycling,13,30,Midday,478,0.0,15,4.9,0.57,43.0,82.6
1437,2025-08-04,Monday,Central,R046,Cycling,14,15,Midday,352,0.0,16,21.7,0.41,31.7,89.9
3034,2025-08-04,Monday,Central,R019,Tram,14,15,Midday,785,2.1,13,18.7,0.7,109.9,93.7
1577,2025-08-04,Monday,South,R060,Rail,15,30,Midday,837,5.6,13,22.7,0.76,150.7,75.8
2377,2025-08-04,Monday,West,R070,Metro,21,30,Late Evening,1186,6.0,11,5.2,0.78,189.8,56.3
1102,2025-08-04,Monday,Central,R002,Bus,21,45,Late Evening,569,5.4,14,16.2,0.56,68.3,79.4
2029,2025-08-05,Tuesday,North,R009,Bus,7,15,Early Morning,1423,7.6,10,19.7,0.81,170.8,74.7
5811,2025-08-05,Tuesday,Central,R005,Shared Mobility,8,0,Morning Peak,464,4.3,7,16.0,0.39,23.2,66.4
4182,2025-08-05,Tuesday,Central,R054,Bus,9,0,Morning Peak,1073,11.8,6,8.6,0.71,128.8,59.5
5421,2025-08-05,Tuesday,Central,R068,Rail,9,15,Morning Peak,3368,8.8,14,17.1,1.09,606.2,71.5
4804,2025-08-05,Tuesday,Central,R018,Rail,10,15,Morning Peak,658,6.3,12,5.2,0.71,118.4,88.7
564,2025-08-05,Tuesday,East,R034,Rail,11,15,Midday,776,9.2,7,2.0,0.72,139.7,71.7
624,2025-08-05,Tuesday,Central,R056,Bus,12,45,Midday,658,8.5,11,21.1,0.59,79.0,74.3
1804,2025-08-05,Tuesday,Central,R079,Cycling,15,15,Midday,527,0.8,19,8.8,0.53,47.4,90.5
88,2025-08-05,Tuesday,Central,R066,Bus,16,0,Midday,909,8.1,8,16.2,0.67,109.1,68.5
537,2025-08-05,Tuesday,North,R064,Rail,16,0,Midday,1745,6.2,14,14.2,0.82,314.1,75.7
2847,2025-08-05,Tuesday,Central,R022,Tram,16,15,Midday,1507,4.8,14,26.2,0.74,211.0,83.8
1411,2025-08-05,Tuesday,West,R049,Shared Mobility,18,30,Evening Peak,624,4.9,12,23.0,0.34,31.2,84.3
2584,2025-08-05,Tuesday,East,R027,Metro,20,30,Late Evening,1311,3.2,10,6.0,0.76,209.8,89.2
557,2025-08-05,Tuesday,Central,R010,Bus,21,0,Late Evening,600,3.6,15,12.5,0.68,72.0,83.8
3716,2025-08-05,Tuesday,North,R009,Bus,21,15,Late Evening,742,6.3,11,18.9,0.76,89.0,76.9
733,2025-08-05,Tuesday,Central,R016,Cycling,21,30,Late Evening,282,2.2,14,25.3,0.51,25.4,93.0
3853,2025-08-05,Tuesday,Central,R032,Bus,22,15,Late Evening,579,9.4,9,13.6,0.64,69.5,68.7
2059,2025-08-06,Wednesday,West,R006,Bus,7,0,Early Morning,745,9.8,8,23.8,0.59,89.4,76.1
3042,2025-08-06,Wednesday,East,R077,Bus,8,30,Morning Peak,1095,8.3,7,5.0,0.63,131.4,68.8
4758,2025-08-06,Wednesday,South,R037,Metro,9,15,Morning Peak,2088,8.9,13,27.1,0.89,334.1,63.0
130,2025-08-06,Wednesday,Central,R026,Rail,9,30,Morning Peak,1007,9.7,9,9.8,0.77,181.3,65.4
5057,2025-08-06,Wednesday,Central,R006,Rail,10,30,Morning Peak,979,6.0,13,27.8,0.6,176.2,79.6
857,2025-08-06,Wednesday,North,R039,Bus,10,45,Morning Peak,743,7.5,3,18.3,0.56,89.2,73.0
70,2025-08-06,Wednesday,North,R066,Bus,11,0,Midday,1064,8.5,12,24.8,0.66,127.7,73.5
475,2025-08-06,Wednesday,West,R022,Tram,12,0,Midday,568,9.7,10,19.9,0.59,79.5,79.0
3714,2025-08-06,Wednesday,East,R047,Bus,12,0,Midday,810,6.5,14,26.5,0.67,97.2,71.0
3866,2025-08-06,Wednesday,North,R078,Bus,15,30,Midday,817,6.3,9,9.0,0.69,98.0,73.9
3224,2025-08-06,Wednesday,South,R062,Tram,15,45,Midday,467,3.6,13,23.9,0.52,65.4,85.3
2262,2025-08-06,Wednesday,South,R080,Metro,17,15,Evening Peak,2130,8.7,13,6.7,0.95,340.8,73.0
4303,2025-08-06,Wednesday,South,R022,Tram,17,45,Evening Peak,810,5.1,15,20.6,0.72,113.4,69.9
1135,2025-08-06,Wednesday,South,R051,Tram,18,15,Evening Peak,1230,7.0,8,22.1,0.64,172.2,68.5
5881,2025-08-06,Wednesday,North,R064,Bus,18,30,Evening Peak,1366,8.1,10,11.0,0.77,163.9,79.9
5242,2025-08-06,Wednesday,Central,R066,Shared Mobility,19,30,Evening Peak,185,3.5,13,6.9,0.31,9.2,70.8
218,2025-08-06,Wednesday,South,R045,Cycling,20,0,Late Evening,300,3.1,13,21.8,0.5,27.0,77.5
2882,2025-08-06,Wednesday,North,R019,Metro,21,30,Late Evening,839,5.4,12,6.6,0.79,134.2,73.6
1558,2025-08-06,Wednesday,East,R080,Rail,23,15,Late Evening,796,4.2,13,13.9,0.77,143.3,80.3
5141,2025-08-07,Thursday,Central,R011,Bus,10,45,Morning Peak,516,2.7,19,18.4,0.51,61.9,74.9
1357,2025-08-07,Thursday,North,R037,Bus,11,30,Midday,495,2.3,8,2.1,0.71,59.4,90.6
5058,2025-08-07,Thursday,North,R009,Shared Mobility,12,30,Midday,465,0.5,20,17.2,0.41,23.2,95.7
5869,2025-08-07,Thursday,Central,R014,Tram,15,0,Midday,862,3.4,9,14.8,0.64,120.7,86.8
1698,2025-08-07,Thursday,East,R018,Tram,17,0,Evening Peak,831,7.6,15,27.4,0.6,116.3,65.3
3099,2025-08-07,Thursday,South,R059,Tram,17,30,Evening Peak,1011,6.3,11,7.4,0.74,141.5,82.8
2687,2025-08-07,Thursday,East,R021,Bus,20,0,Late Evening,470,4.7,16,7.2,0.51,56.4,78.4
2477,2025-08-07,Thursday,East,R026,Bus,20,30,Late Evening,364,7.6,10,16.9,0.59,43.7,64.3
4315,2025-08-07,Thursday,North,R080,Shared Mobility,20,30,Late Evening,197,0.8,13,19.7,0.42,9.9,88.9
3521,2025-08-07,Thursday,Central,R054,Tram,21,45,Late Evening,531,3.0,16,16.8,0.68,74.3,74.7
4332,2025-08-07,Thursday,West,R001,Rail,21,45,Late Evening,623,6.9,11,7.7,0.73,112.1,83.1
698,2025-08-08,Friday,North,R035,Metro,6,15,Early Morning,1364,2.1,13,10.1,0.82,218.2,73.2
643,2025-08-08,Friday,East,R039,Rail,6,45,Early Morning,679,9.5,10,8.9,0.73,122.2,70.9
2988,2025-08-08,Friday,Central,R006,Metro,8,0,Morning Peak,1849,6.8,12,5.3,0.92,295.8,77.9
1913,2025-08-08,Friday,South,R007,Bus,10,0,Morning Peak,825,5.4,12,21.7,0.73,99.0,65.8
706,2025-08-08,Friday,Central,R048,Bus,11,30,Midday,474,2.2,10,12.2,0.62,56.9,72.7
2841,2025-08-08,Friday,North,R039,Bus,11,30,Midday,766,8.6,10,10.7,0.66,91.9,69.8
469,2025-08-08,Friday,West,R054,Rail,11,45,Midday,1042,9.8,14,5.5,0.71,187.6,70.9
2202,2025-08-08,Friday,East,R065,Cycling,11,45,Midday,419,0.0,17,14.6,0.53,37.7,91.7
5095,2025-08-08,Friday,West,R053,Tram,11,45,Midday,317,6.4,16,19.8,0.6,44.4,80.9
2080,2025-08-08,Friday,West,R008,Tram,12,15,Midday,766,3.9,21,20.0,0.6,107.2,81.9
2571,2025-08-08,Friday,West,R063,Rail,12,15,Midday,1671,4.2,14,4.6,0.82,300.8,87.3
2839,2025-08-08,Friday,Central,R015,Bus,13,45,Midday,540,9.9,7,20.1,0.66,64.8,65.9
4671,2025-08-08,Friday,South,R012,Metro,17,30,Evening Peak,2780,6.4,10,8.1,0.97,444.8,75.5
209,2025-08-08,Friday,Central,R067,Metro,20,30,Late Evening,1018,2.8,15,9.0,0.71,162.9,73.8
5461,2025-08-08,Friday,East,R078,Bus,21,15,Late Evening,851,9.8,9,19.9,0.72,102.1,77.2
332,2025-08-08,Friday,South,R012,Rail,21,30,Late Evening,644,4.1,14,17.2,0.71,115.9,79.9
967,2025-08-08,Friday,West,R072,Metro,22,15,Late Evening,1231,3.0,15,9.2,0.83,197.0,87.4
5367,2025-08-08,Friday,North,R036,Metro,22,15,Late Evening,746,6.0,8,10.1,0.7,119.4,70.4
5947,2025-08-08,Friday,North,R066,Tram,22,45,Late Evening,641,4.1,14,17.3,0.59,89.7,90.0
4730,2025-08-08,Friday,South,R050,Metro,23,45,Late Evening,762,1.2,13,21.8,0.8,121.9,90.0
4064,2025-08-09,Saturday,West,R032,Tram,8,15,Morning Peak,586,9.0,7,5.4,0.71,82.0,67.3
2458,2025-08-09,Saturday,South,R007,Bus,9,45,Morning Peak,890,10.0,6,4.9,0.76,106.8,63.3
2730,2025-08-09,Saturday,East,R009,Rail,9,45,Morning Peak,1132,8.9,5,6.0,0.76,203.8,57.5
2510,2025-08-09,Saturday,East,R001,Bus,10,30,Morning Peak,503,7.6,10,25.3,0.52,60.4,74.7
4682,2025-08-09,Saturday,West,R070,Bus,11,15,Midday,701,11.4,7,23.6,0.59,84.1,65.5
4089,2025-08-09,Saturday,West,R011,Bus,11,30,Midday,427,11.7,6,11.0,0.56,51.2,55.2
5162,2025-08-09,Saturday,South,R016,Metro,11,30,Midday,946,0.4,18,5.9,0.74,151.4,83.5
596,2025-08-09,Saturday,Central,R015,Tram,12,15,Midday,540,2.5,19,2.2,0.57,75.6,74.7
5210,2025-08-09,Saturday,East,R064,Bus,13,0,Midday,509,9.7,7,5.4,0.47,61.1,67.0
4685,2025-08-09,Saturday,West,R008,Bus,15,30,Midday,844,6.5,2,25.9,0.74,101.3,67.0
5488,2025-08-09,Saturday,North,R027,Tram,16,30,Midday,789,3.5,22,2.0,0.53,110.5,87.2
3632,2025-08-09,Saturday,East,R023,Bus,18,0,Evening Peak,621,6.4,14,16.8,0.75,74.5,69.3
5650,2025-08-09,Saturday,West,R068,Bus,18,15,Evening Peak,683,9.4,16,21.7,0.72,82.0,77.7
2131,2025-08-09,Saturday,West,R033,Tram,18,45,Evening Peak,473,5.2,10,25.6,0.51,66.2,75.2
1883,2025-08-09,Saturday,East,R046,Rail,20,30,Late Evening,603,2.8,15,18.5,0.64,108.5,79.5
4966,2025-08-10,Sunday,Central,R011,Metro,7,30,Early Morning,1221,5.9,12,19.7,0.81,195.4,82.0
2619,2025-08-10,Sunday,North,R078,Tram,9,0,Morning Peak,652,5.2,17,13.5,0.48,91.3,81.6
1301,2025-08-10,Sunday,North,R074,Metro,9,30,Morning Peak,1644,6.1,8,13.6,0.94,263.0,73.3
5097,2025-08-10,Sunday,Central,R017,Metro,10,0,Morning Peak,1394,0.4,15,11.4,0.87,223.0,91.9
3829,2025-08-10,Sunday,Central,R060,Bus,10,30,Morning Peak,631,7.5,8,11.8,0.73,75.7,72.8
4751,2025-08-10,Sunday,South,R016,Cycling,10,30,Morning Peak,276,4.7,14,6.7,0.37,24.8,76.0
3148,2025-08-10,Sunday,West,R011,Bus,10,45,Morning Peak,729,6.0,13,7.6,0.63,87.5,75.4
776,2025-08-10,Sunday,North,R069,Tram,11,0,Midday,1167,3.5,17,15.2,0.66,163.4,78.8
1778,2025-08-10,Sunday,East,R064,Rail,11,0,Midday,690,5.5,10,27.4,0.58,124.2,85.2
3930,2025-08-10,Sunday,Central,R078,Bus,11,0,Midday,462,7.6,8,14.7,0.62,55.4,75.0
145,2025-08-10,Sunday,North,R014,Tram,12,45,Midday,411,0.0,18,8.0,0.62,57.5,79.5
481,2025-08-10,Sunday,South,R052,Bus,19,0,Evening Peak,647,4.9,15,22.3,0.72,77.6,71.6
1691,2025-08-10,Sunday,East,R074,Shared Mobility,19,0,Evening Peak,206,1.5,16,21.2,0.44,10.3,77.0
3566,2025-08-10,Sunday,South,R059,Cycling,19,30,Evening Peak,195,1.9,14,9.3,0.41,17.6,75.0
4771,2025-08-10,Sunday,North,R028,Bus,21,0,Late Evening,421,7.2,8,12.7,0.55,50.5,79.9
1235,2025-08-10,Sunday,North,R008,Bus,21,45,Late Evening,551,10.9,10,12.6,0.59,66.1,63.0
4917,2025-08-10,Sunday,North,R071,Metro,23,15,Late Evening,596,5.2,8,5.6,0.77,95.4,75.1
3929,2025-08-11,Monday,West,R052,Bus,6,0,Early Morning,817,4.7,10,24.1,0.66,98.0,69.2
5037,2025-08-11,Monday,Central,R031,Bus,7,15,Early Morning,1208,2.1,14,27.3,0.67,145.0,77.7
1276,2025-08-11,Monday,North,R040,Metro,9,0,Morning Peak,2581,7.0,6,20.1,1.03,413.0,81.1
491,2025-08-11,Monday,East,R066,Rail,9,15,Morning Peak,2839,8.1,10,20.6,0.97,511.0,80.3
1678,2025-08-11,Monday,East,R061,Rail,10,0,Morning Peak,542,6.4,19,21.5,0.63,97.6,74.6
355,2025-08-11,Monday,East,R020,Bus,10,15,Morning Peak,752,3.8,11,17.2,0.63,90.2,86.9
2573,2025-08-11,Monday,South,R064,Bus,10,15,Morning Peak,889,3.3,16,21.3,0.7,106.7,78.4
1848,2025-08-11,Monday,North,R038,Bus,10,30,Morning Peak,532,8.9,13,27.4,0.65,63.8,66.4
3012,2025-08-11,Monday,West,R065,Bus,10,30,Morning Peak,892,10.0,8,15.7,0.58,107.0,61.4
4960,2025-08-11,Monday,West,R023,Tram,10,30,Morning Peak,496,3.7,20,14.9,0.57,69.4,89.0
964,2025-08-11,Monday,East,R054,Bus,11,0,Midday,815,6.2,9,21.4,0.64,97.8,81.2
5370,2025-08-11,Monday,North,R022,Shared Mobility,11,0,Midday,422,4.1,8,8.1,0.4,21.1,70.6
3348,2025-08-11,Monday,Central,R079,Cycling,11,30,Midday,554,1.5,19,7.2,0.55,49.9,82.8
1470,2025-08-11,Monday,Central,R048,Bus,16,15,Midday,900,8.4,18,2.8,0.7,108.0,66.4
2034,2025-08-11,Monday,Central,R047,Shared Mobility,17,30,Evening Peak,766,5.5,11,26.0,0.5,38.3,75.5
575,2025-08-11,Monday,East,R036,Metro,18,0,Evening Peak,1402,6.9,10,23.3,0.78,224.3,71.0
591,2025-08-11,Monday,South,R055,Tram,18,0,Evening Peak,917,8.1,7,8.6,0.58,128.4,84.8
2703,2025-08-11,Monday,Central,R075,Cycling,21,0,Late Evening,242,0.3,16,26.7,0.31,21.8,86.3
5015,2025-08-11,Monday,East,R079,Rail,21,15,Late Evening,797,5.4,12,5.4,0.67,143.5,64.6
3833,2025-08-12,Tuesday,North,R064,Metro,5,30,Early Morning,772,2.0,15,12.4,0.8,123.5,80.5
212,2025-08-12,Tuesday,West,R044,Metro,7,15,Early Morning,1071,5.8,10,11.3,0.81,171.4,73.2
4765,2025-08-12,Tuesday,South,R066,Cycling,7,30,Early Morning,376,3.6,15,10.7,0.45,33.8,67.3
3917,2025-08-12,Tuesday,South,R066,Bus,9,30,Morning Peak,1037,6.9,12,19.3,0.68,124.4,90.8
1670,2025-08-12,Tuesday,South,R016,Bus,10,0,Morning Peak,557,6.6,9,4.1,0.55,66.8,82.6
726,2025-08-12,Tuesday,West,R069,Rail,10,15,Morning Peak,881,9.9,11,24.5,0.66,158.6,63.4
2117,2025-08-12,Tuesday,West,R033,Metro,10,45,Morning Peak,1218,0.0,22,27.3,0.69,194.9,77.4
684,2025-08-12,Tuesday,West,R051,Shared Mobility,12,15,Midday,276,4.2,15,24.1,0.34,13.8,71.5
1687,2025-08-12,Tuesday,Central,R035,Bus,12,15,Midday,664,8.3,8,16.6,0.63,79.7,77.4
5075,2025-08-12,Tuesday,North,R002,Bus,15,0,Midday,813,6.8,18,24.4,0.61,97.6,67.4
551,2025-08-12,Tuesday,North,R005,Metro,15,45,Midday,1701,5.5,14,4.1,0.89,272.2,90.5
2634,2025-08-12,Tuesday,South,R054,Rail,15,45,Midday,818,8.1,6,27.9,0.74,147.2,68.8
1216,2025-08-12,Tuesday,North,R057,Bus,16,30,Midday,1498,7.6,14,12.8,0.81,179.8,67.7
3436,2025-08-12,Tuesday,South,R077,Metro,17,45,Evening Peak,1680,6.4,9,6.8,0.82,268.8,70.3
2680,2025-08-12,Tuesday,West,R024,Bus,18,15,Evening Peak,1324,11.0,8,25.9,0.75,158.9,52.8
1617,2025-08-12,Tuesday,West,R066,Bus,20,15,Late Evening,733,5.1,15,26.9,0.65,88.0,72.4
1315,2025-08-12,Tuesday,West,R007,Metro,21,15,Late Evening,1271,3.4,19,2.8,0.75,203.4,86.8
4661,2025-08-12,Tuesday,South,R013,Cycling,21,15,Late Evening,264,1.6,15,3.6,0.36,23.8,87.1
5640,2025-08-12,Tuesday,Central,R015,Rail,22,0,Late Evening,677,5.8,14,15.7,0.63,121.9,65.2
175,2025-08-13,Wednesday,East,R060,Metro,8,15,Morning Peak,2047,5.9,13,19.8,0.82,327.5,76.6
1825,2025-08-13,Wednesday,East,R063,Metro,8,45,Morning Peak,2104,7.6,8,17.5,0.95,336.6,74.3
987,2025-08-13,Wednesday,West,R061,Tram,9,0,Morning Peak,722,5.2,14,28.0,0.63,101.1,70.0
5530,2025-08-13,Wednesday,West,R069,Bus,9,0,Morning Peak,2123,7.9,9,18.8,0.83,254.8,73.8
3309,2025-08-13,Wednesday,West,R016,Rail,9,30,Morning Peak,1922,7.1,8,20.6,0.92,346.0,72.0
3535,2025-08-13,Wednesday,South,R031,Bus,10,30,Morning Peak,1116,9.7,10,7.6,0.66,133.9,83.3
1068,2025-08-13,Wednesday,East,R024,Rail,10,45,Morning Peak,793,5.3,15,4.4,0.61,142.7,62.3
1939,2025-08-13,Wednesday,West,R078,Shared Mobility,11,0,Midday,323,1.1,16,15.5,0.36,16.2,95.0
3852,2025-08-13,Wednesday,North,R033,Rail,12,45,Midday,644,4.5,13,5.6,0.6,115.9,83.9
5712,2025-08-13,Wednesday,North,R014,Rail,16,15,Midday,1637,5.9,13,7.1,0.85,294.7,79.8
186,2025-08-13,Wednesday,North,R032,Metro,19,15,Evening Peak,986,1.6,17,4.5,0.77,157.8,81.7
213,2025-08-13,Wednesday,East,R057,Bus,19,30,Evening Peak,652,6.2,7,4.3,0.77,78.2,70.5
3096,2025-08-13,Wednesday,East,R006,Tram,20,15,Late Evening,511,0.7,16,18.3,0.64,71.5,86.8
5746,2025-08-13,Wednesday,Central,R012,Bus,22,15,Late Evening,810,3.8,12,26.5,0.65,97.2,75.5
4413,2025-08-13,Wednesday,South,R055,Metro,22,30,Late Evening,839,0.6,17,2.7,0.63,134.2,98.0
3035,2025-08-14,Thursday,East,R078,Metro,7,15,Early Morning,2436,3.7,16,9.2,1.01,389.8,89.3
1595,2025-08-14,Thursday,East,R080,Bus,8,45,Morning Peak,2132,6.5,11,6.0,0.77,255.8,77.8
1302,2025-08-14,Thursday,Central,R075,Metro,9,30,Morning Peak,3988,10.5,7,17.7,1.15,638.1,66.5
1602,2025-08-14,Thursday,East,R026,Bus,9,30,Morning Peak,1528,8.8,15,4.6,0.82,183.4,73.4
5772,2025-08-14,Thursday,Central,R008,Shared Mobility,9,45,Morning Peak,539,5.6,12,2.4,0.42,27.0,70.0
939,2025-08-14,Thursday,North,R074,Bus,10,0,Morning Peak,1042,7.2,7,19.7,0.64,125.0,59.1
1542,2025-08-14,Thursday,North,R003,Bus,10,15,Morning Peak,1249,4.6,11,9.5,0.65,149.9,78.1
5560,2025-08-14,Thursday,Central,R077,Tram,10,15,Morning Peak,533,1.4,16,19.6,0.65,74.6,77.4
318,2025-08-14,Thursday,West,R031,Tram,11,15,Midday,817,4.0,14,24.1,0.63,114.4,83.7
1556,2025-08-14,Thursday,Central,R012,Tram,11,15,Midday,887,4.6,11,18.8,0.56,124.2,84.5
2345,2025-08-14,Thursday,North,R016,Metro,11,30,Midday,1348,3.7,17,8.5,0.75,215.7,69.6
790,2025-08-14,Thursday,East,R008,Rail,12,0,Midday,1252,4.0,15,17.7,0.77,225.4,85.0
3862,2025-08-14,Thursday,South,R008,Tram,12,0,Midday,708,7.0,11,24.2,0.62,99.1,75.1
2600,2025-08-14,Thursday,West,R028,Bus,13,30,Midday,781,5.2,17,14.7,0.69,93.7,71.5
1722,2025-08-14,Thursday,Central,R046,Shared Mobility,14,45,Midday,454,2.3,14,19.4,0.42,22.7,76.4
3915,2025-08-14,Thursday,Central,R061,Cycling,17,15,Evening Peak,697,2.4,21,15.1,0.49,62.7,81.4
5101,2025-08-14,Thursday,South,R055,Bus,17,15,Evening Peak,1223,7.9,13,1.9,0.72,146.8,72.2
5042,2025-08-14,Thursday,South,R035,Bus,18,0,Evening Peak,1762,10.3,7,12.6,0.76,211.4,69.8
2233,2025-08-14,Thursday,Central,R016,Bus,20,0,Late Evening,602,8.0,10,23.8,0.67,72.2,70.2
5187,2025-08-15,Friday,West,R012,Metro,7,15,Early Morning,1846,4.5,11,13.8,0.76,295.4,79.6
670,2025-08-15,Friday,North,R039,Metro,9,0,Morning Peak,1692,3.7,14,11.6,0.81,270.7,90.6
